long_url,short_url
https://frconor-ebook.github.io/meditations/homilies/the-art-of-prudence/,https://tinyurl.com/frcmed-tap-transcript
https://frconor-ebook.github.io/meditations/homilies/the-ascension/,https://tinyurl.com/frcmed-asc-transcript
https://frconor-ebook.github.io/meditations/homilies/the-baptism-of-jesus/,https://tinyurl.com/frcmed-tboj-transcript
https://frconor-ebook.github.io/meditations/homilies/the-beatitudes/,https://tinyurl.com/frcmed-beat-transcript
https://frconor-ebook.github.io/meditations/homilies/the-beauty-of-the-manger/,https://tinyurl.com/frcmed-tbm-transcript
https://frconor-ebook.github.io/meditations/homilies/the-bread-our-heavenly-mother-gives-us/,https://tinyurl.com/frcmed-tbouhmgustbh-transcript
https://frconor-ebook.github.io/meditations/homilies/the-bread-of-life/,https://tinyurl.com/frcmed-bol-transcript
https://frconor-ebook.github.io/meditations/homilies/the-centurion/,https://tinyurl.com/frcmed-cen-transcript
https://frconor-ebook.github.io/meditations/homilies/the-communion-of-saints/,https://tinyurl.com/frcmed-cos-transcript
https://frconor-ebook.github.io/meditations/homilies/the-conversion-of-st-paul/,https://tinyurl.com/frcmed-stpaulconv-transcript
https://frconor-ebook.github.io/meditations/homilies/the-crucifixion/,https://tinyurl.com/frcmed-thecrucifixi-transcript
https://frconor-ebook.github.io/meditations/homilies/the-curing-of-the-man-with-an-unclean-spirit/,https://tinyurl.com/frcmed-curing-transcript
https://frconor-ebook.github.io/meditations/homilies/the-curing-of-the-possessed-man-gerasenes/,https://tinyurl.com/frcmed-itsgerasenes-transcript
